,id,name,album,artist,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
101,3F1JSF5lB4tGqYQ8OTIgw6,Mr. Right,Chinita Princess - Kim Chiu,Kim Chiu,2015-01-01,44,201586,0.764,0.594,0.528,0.0,0.117,0.248,-4.638,0.0282,83.011,1,4
102,17FlJCEmLjIEHIfdhP960V,Abot Langit - Ricovered,Abot Langit (Ricovered),Rico Blanco,2019-06-08,51,177692,0.669,0.849,0.234,9.3e-05,0.19,0.595,-10.801,0.136,208.318,7,4
103,4UgSOMItBpmepgym8nQSXp,Kakaibabe,Kakaibabe,Donnalyn,2014,50,210520,0.82,0.359,0.833,0.000701,0.225,0.916,-5.908,0.136,92.995,6,4
104,2MYTYXJXUj3YeCsGfiIdRq,When I'm Around You,When I’m Around You,Running Touch,2019-02-08,47,203782,0.765,0.0733,0.705,7.58e-05,0.112,0.797,-6.482,0.0383,117.013,6,4
105,4m1BwzoW25MUh7lFQeIMCM,Statue,Statue,Kristel Fulgar,2021-02-22,41,273333,0.653,0.762,0.434,1.81e-06,0.115,0.234,-10.058,0.0335,89.943,3,4
106,0I7A5HoKBQ6szstVsHaD5v,My People,Apocalypso,The Presets,2008-01-01,36,266560,0.562,0.0137,0.927,8.99e-06,0.457,0.262,-2.461,0.0362,126.999,5,4
107,2VYyf8Zt8yYjKhNXw6X0Jz,Mr. DJ,Special Collector's Edition: Sana'y Wala Nang Wakas,Sharon Cuneta,1994-10-15,46,229333,0.372,0.75,0.259,0.0,0.0981,0.159,-13.741,0.0296,136.71,2,3
108,4o8yZ5AnripYyuTksF1nK6,Wala Na Talaga,Klarisse,Klarisse,2017-07-28,53,278973,0.457,0.807,0.49,0.0,0.142,0.267,-7.312,0.0502,129.498,6,4
109,02Ygu8lo3qSknRpcBnspso,Just Friends,Just Friends,Virginia To Vegas,2019-05-24,52,168946,0.793,0.156,0.714,0.0,0.136,0.794,-7.562,0.193,100.036,7,4
110,5fMygCxYWAoueOENZsEy9V,Island In The Sun,Island In The Sun,Chill Gull,2024-04-19,48,135521,0.666,0.0289,0.742,5.39e-06,0.508,0.377,-5.135,0.0618,115.083,7,4
111,2lWzqadTC6KapAWVVVKp8W,Pasulyap-Sulyap,Really Wanna Tell You,Tootsie Guevara,1997-01-06,53,233355,0.636,0.494,0.328,5.54e-05,0.0887,0.433,-16.072,0.0283,140.02,0,4
112,1C4eLUSXUnj6bi8xjShYaH,Kash Kommandments,Kash Kommandments,Kash Doll,2024-05-03,54,209261,0.85,0.0793,0.514,0.0,0.122,0.472,-6.577,0.318,156.057,8,4
113,7vuqyEt5hBBxSuakZBZLiK,Ghost,Ghost,ConKi,2023-01-12,55,184250,0.582,0.0162,0.898,0.0021,0.156,0.42,-4.516,0.0343,119.962,1,4
114,48D6RUVMzcOx2ggRFTRjUx,Pagdating Ng Panahon,Pagdating Ng Panahon (Special Collector's Edition),Aiza Seguerra,2006,51,264320,0.569,0.757,0.27,3.81e-06,0.214,0.236,-11.965,0.025,97.848,4,4
115,7cens2GI2PTemvKNnpjxs8,Moonlight,Moonlight,Ian Asher,2024-05-03,47,168102,0.704,0.00599,0.81,3.86e-06,0.0976,0.844,-4.446,0.062,124.981,6,4
116,4vQxLMA2txL72AtvIbzDIe,Open Letter,Open Letter,CHOSZN,2024-10-16,40,178000,0.544,0.853,0.25,7.47e-05,0.048,0.442,-8.121,0.0873,178.388,2,4
117,7CRThl2cGDh1o9p3ivaLbG,why u gotta be like that (feat. Nightly),why u gotta be like that (feat. Nightly),vaultboy,2022-08-17,49,143503,0.67,0.131,0.621,0.0,0.675,0.288,-7.853,0.037,90.04,7,4
118,6b3OOZ7U8mqNO7ImHEyMRR,Feels Like You,Feels Like You,Faime,2020-11-27,55,198912,0.848,0.789,0.352,0.000105,0.0865,0.571,-6.798,0.0464,92.991,4,4
119,2MolFsdE7ydCQQgsmfvX6w,Perfect 10,Perfect 10,Unknown Brain,2018-07-11,50,204006,0.299,0.00546,0.741,4.34e-05,0.066,0.283,-4.391,0.152,179.28,11,4
120,66SxGyWkD0VZSb8iZxl78H,Wrong Direction,Wrong Direction,Mykyl,2021-02-26,50,153394,0.758,0.49,0.394,0.0,0.239,0.485,-8.839,0.0348,101.986,9,4
121,3g6BBQnxVMuTDbWt6wBX3R,Paano Ba Ang Magmahal,The Breakup Playlist,Piolo Pascual,2015-01-01,54,290246,0.543,0.515,0.585,0.0,0.0436,0.168,-6.456,0.0315,144.065,0,4
122,1MSM3Fo2fvnwVqMcz8Jhjq,Cecilia And The Satellite,Andrew McMahon In The Wilderness,Andrew McMahon in the Wilderness,2014-10-13,55,223879,0.381,0.0131,0.844,0.0,0.318,0.239,-7.123,0.144,194.0,5,4
123,4JZocgyzKHdRF0iSOcodJn,Ready,Ready,apl.de.ap,2024-05-31,54,238000,0.796,0.368,0.501,0.00289,0.109,0.425,-9.773,0.0373,120.05,9,4
124,3WJo7bV3Hi9BgwnVq13SK6,Room,Room,Stell,2024-06-14,55,223299,0.7,0.0255,0.612,0.000108,0.0764,0.675,-6.902,0.0393,104.525,0,4
125,05Db5b8xtLi32lJgKbDUus,Gigil,Gigil,BGYO,2024-06-07,44,172306,0.823,0.0538,0.747,5.3e-06,0.0485,0.491,-1.984,0.0583,97.973,2,4
126,5TbJPTQFBqBhsQuMffDBfF,Pyramid,Electronic RnB,Various Artists,2020-12-11,23,235946,0.558,0.268,0.658,0.0,0.133,0.24,-5.234,0.0862,87.535,10,4
127,5lOPI7mq0qgUDKDXvoH2Om,Come in out of the Rain,Come in out of the Rain,Sheryn Regis,2004-05-01,49,253400,0.471,0.0886,0.494,0.0,0.371,0.187,-5.019,0.0287,119.879,0,4
128,5EMg6nGTPlwhLhnIC1nDhj,Not Like You,COLOR,Adam Turley,2021-07-16,42,138946,0.669,0.405,0.652,8.77e-05,0.174,0.554,-6.704,0.0498,146.079,9,4
129,6SIaYQUPOJpO8XFWeTl5dC,Yoko Na,Yoko Na,JOSH CULLEN,2024-03-23,52,212943,0.6,0.148,0.732,0.0,0.26,0.222,-4.393,0.0392,109.934,10,4
130,2x5qF66rFO6DERBMNkQAqn,(There's Gotta Be) More To Life,Stacie Orrico,Stacie Orrico,2003-01-01,55,200386,0.58,0.0917,0.922,0.0,0.189,0.649,-3.785,0.0957,89.841,1,4
131,0gOz9JUXsaKVzLTSmFDtdo,A Soulmate Who Wasn’t Meant to Be,"Do You Love Me, or Are You Just Lonely?",Jess Benko,2019-07-19,61,316556,0.571,0.948,0.0274,6.43e-06,0.322,0.087,-20.274,0.0649,124.209,9,3
132,4SqWKzw0CbA05TGszDgMlc,I Love You So,I Love You So,The Walters,2014-11-28,87,160239,0.575,0.583,0.648,0.0,0.115,0.466,-4.891,0.0358,75.977,10,4
133,3zksbXteOCeSusJ5Xltr3t,Bubble Gum,Bubble Gum,Clairo,2019-02-22,75,175960,0.509,0.979,0.0167,2.72e-05,0.387,0.229,-24.639,0.115,207.97,9,3
