,id,name,album,artist,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
24,723INbfiQgdY1Pdwbtlwta,Hibiscus,FLWRS,Clues,2022-10-14,27,205062,0.826,0.199,0.841,0.000251,0.275,0.693,-6.556,0.316,102.982,5,4
25,35Wtbx48mZJ5AUCaIH28Q6,Problems,Problems,CeCe,2023-01-13,50,193627,0.555,0.0356,0.734,0.0,0.195,0.486,-4.413,0.0395,81.946,7,4
26,3BoJab4pfveUalj37xJSyi,All There Ever Is,Systematic Paralysis,A Good Rogering,2022-04-22,22,241666,0.341,0.0526,0.501,0.0457,0.108,0.119,-11.486,0.0273,89.924,1,4
27,5DEJaYkwKSib9nQ6f3wOqw,The Lullaby,The Rest Is A Gift,Kristian Nord,2021-10-08,22,139423,0.263,0.979,0.00782,0.646,0.0997,0.0789,-26.422,0.045,72.422,2,3
28,7wU677DLWojemUqvvbosUj,Empty,The Rest Is A Gift,Kristian Nord,2021-10-08,22,506772,0.368,0.981,0.106,0.919,0.0976,0.0442,-18.112,0.0331,81.169,9,4
29,3M48i2DdxHSyOQQABgVHih,The Beauty And The Dark,The Rest Is A Gift,Kristian Nord,2021-10-08,22,207196,0.324,0.988,0.108,0.951,0.0714,0.037,-19.933,0.0534,67.007,4,4
30,3mT8j1hFqBBQ6SKE0GNQSE,Siren,Siren,Frank Follows,2022-12-02,26,250850,0.542,0.0223,0.487,0.00542,0.0957,0.283,-7.125,0.0266,130.009,11,4
31,4nJeFfnyZSpvR2l3b4XzrM,How a Heart Breaks,How a Heart Breaks,Phil Firetog Trio & Co.,2023-02-10,36,236826,0.496,0.00113,0.889,0.0,0.211,0.566,-4.286,0.285,77.621,10,4
32,36f1LHhgqo0VH9uotHefsx,2/14,2/14,Zach Hayden,2023-02-14,33,237592,0.612,0.575,0.528,0.0,0.329,0.48,-8.898,0.0317,81.032,0,4
33,32PVVYLmhc2XSPv6KN5C4Z,MABY,MABY,Joey Paradis,2022-11-22,36,132000,0.666,0.0798,0.668,0.0,0.107,0.43,-5.712,0.0292,90.041,7,4
34,7ymRLwuRyNDLjaw5H0GkAP,you weren't the one for me,you weren't the one for me,Cope,2023-02-14,34,271652,0.429,0.703,0.411,5.45e-06,0.064,0.21,-8.923,0.042,120.034,0,4
35,1ZXY9amsfOOghBC18WoICN,Wish You Were Here,Distance,Jason Paul,2022-11-18,31,187826,0.618,0.838,0.242,0.0,0.103,0.328,-15.083,0.212,91.915,1,4
36,4R5vbQmfp2yp9LF097vijU,El Dorado Sky,El Dorado Sky,Cadillac Muzik,2023-01-20,52,195273,0.722,0.00871,0.815,4.84e-06,0.148,0.494,-2.797,0.0466,119.969,9,4
37,0tKyR5j1eGh1iGeNeQF8fS,Latch,Latch - Single,The Forms,2022-03-29,33,259299,0.727,0.626,0.422,0.0073,0.0879,0.435,-8.033,0.0387,120.141,10,4
38,3S6OzQJ7OGwG9ugOmGJTud,Familiar,Familiar,Ashley Hess,2023-01-27,36,180000,0.388,0.881,0.286,0.00194,0.0855,0.252,-10.963,0.0968,79.726,6,4
39,5kckr3vwyTCFsCz4fGupcM,White Horse,White Horse,Brick Blair,2023-02-02,39,263753,0.494,0.299,0.584,0.115,0.139,0.194,-6.513,0.029,140.047,9,4
40,6gRdiHPSPWUfzqlY3AIxcO,Bad Habit,A Violent Dichotomy,LUCIUS ARTHUR,2022-12-24,53,255113,0.674,0.226,0.545,4.35e-05,0.0837,0.462,-7.485,0.0482,140.921,8,4
41,2LVRQDmstRc96bM0yxSrAV,Morning Light,Morning Light,Roxanne,2021-06-25,31,314400,0.668,0.0324,0.316,0.859,0.124,0.396,-18.984,0.031,100.008,11,4
42,4A1x8bMo4YQ2u2KksMi55U,Like a King,Like a King,Dajawo,2023-02-03,30,219640,0.796,0.00608,0.255,0.613,0.0945,0.401,-12.485,0.0613,80.506,9,4
43,7j0DvxfbBPfKXF6evHng8U,Writing On The Wall,Writing On The Wall,TYSO,2023-02-03,31,205793,0.545,0.882,0.336,0.000804,0.254,0.184,-11.346,0.0976,85.32,0,4
44,6KYCOYdW5e0FPFf18CUybx,Haven - feat. Hana Hope,Haven (feat. Hana Hope),AmPm,2023-01-18,42,196000,0.588,0.12,0.849,1.65e-05,0.088,0.861,-7.086,0.0371,149.929,0,4
45,4gw0hiKne4Xt3Hr0Jlr7g4,bumba,bumba,heylo.no,2022-12-02,22,153600,0.602,0.869,0.523,0.198,0.101,0.515,-6.663,0.0585,74.96,1,4
46,3PtYDtesRV3QFXPVBicDrb,I'll Stand By You,I'll Stand By You,Hillbilly Hippies,2023-01-21,40,214501,0.495,0.0365,0.856,1.94e-05,0.0805,0.68,-8.197,0.0434,116.081,9,4
47,2U5WueTLIK5WJLD7mvDODv,Wishing Well,Legends Never Die,Juice WRLD,2020-07-10,77,194621,0.65,0.00336,0.613,0.0,0.267,0.0804,-6.13,0.128,149.972,9,4
48,4H69WWyxreXLM0BkuaX7zc,Understand Me,Understand Me,Slatt Zy,2020-08-22,42,148571,0.737,0.079,0.622,0.0,0.0665,0.553,-8.085,0.346,84.011,1,4
49,4ToRZrv6piYPHwtThIB1hP,Perfect Love,Perfect Love,Lil Donald,2020-02-14,37,190090,0.615,0.705,0.504,6.06e-06,0.118,0.339,-7.278,0.196,85.724,2,4
50,4AYrWt06E9MCvBEnptYzhR,Happy Life,Happy Life,Jay Kava,2022-04-02,22,104903,0.729,0.162,0.687,0.562,0.0961,0.34,-7.845,0.0311,130.009,8,4
51,0NZLLlpGATRzEk7cWxRj8i,Lift Karadey,Lift Karadey,Silent Ocean,2021-06-03,21,173714,0.898,0.0828,0.88,0.823,0.69,0.283,-2.118,0.0692,105.02,2,4
52,23sBFPoo7cBcXVtySp1CVC,Tum Se Hi - Unplugged,Tum Se Hi (Unplugged),Nitin Shukla,2022-08-28,52,141510,0.545,0.955,0.0785,0.000552,0.125,0.351,-17.651,0.0348,112.299,3,4
53,3mzxxdP9MfB4V7gidUqecL,Kaise Hua - Reprise,Kaise Hua (Reprise),Amit Roy Roy,2021-11-29,48,122182,0.454,0.974,0.264,7.71e-05,0.104,0.488,-8.489,0.0325,128.657,0,3
54,6mSJEqkgiBMtqZSXSMvb4s,Pop Out,UNDERRATED,Big Boogie,2021-12-24,56,200750,0.831,0.0354,0.715,0.0,0.273,0.443,-5.121,0.251,135.98,10,4
55,1POV2snGkqhvj49tt7Apol,Ptpom,Ptpom,Mohead Mike,2020-09-05,37,120047,0.886,0.0517,0.355,3.52e-06,0.161,0.276,-12.382,0.426,80.071,9,4
