,id,name,album,artist,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
40,3pBv3LfvfPft2TqHleqKHo,Call On Me (feat. Georgia Ku),Call On Me (feat. Georgia Ku),Sam Feldt,2021-10-15,64,192000,0.662,0.171,0.794,0.0,0.0883,0.641,-4.239,0.0533,104.951,6,4
41,0QZyAYqpbsfnBfZ4vMRSVd,Wings (I Won't Let You Down),Wings (I Won't Let You Down),Armand Van Helden,2022-12-02,64,171904,0.692,0.0746,0.856,1.15e-05,0.153,0.963,-2.963,0.0351,125.99,1,3
42,7dk9EBvTbbKBbFxjCAJpwK,Hear Me Say,Hear Me Say,Jonas Blue,2021-05-28,64,190772,0.697,0.133,0.836,4.46e-06,0.0754,0.631,-5.005,0.0437,121.977,5,4
43,4xWyU0pUsm25vh4v4omUkC,Shackles (Praise You),Shackles (Praise You),MALARKEY,2021-01-07,64,140018,0.657,0.101,0.816,0.0,0.137,0.584,-4.819,0.168,120.092,0,4
44,1Kmth9jEjaymopjSRBmtkz,More Than I Can Say,More Than I Can Say,GAMPER & DADONI,2021-03-26,63,153197,0.53,0.000532,0.807,2.75e-06,0.496,0.263,-5.348,0.147,127.991,6,4
45,3ng7epefERNazaZkkbwLdq,Another Life (feat. FLETCHER & Josh Golden),Another Life,Surf Mesa,2021-08-27,63,162954,0.648,0.0198,0.724,0.0,0.15,0.382,-5.189,0.0263,125.014,0,4
46,5MnmuLgPmsAFkmG5n85cna,Better (feat. Teddy Swims),Better (feat. Teddy Swims),MK,2022-07-15,63,182462,0.624,0.0729,0.966,4.84e-06,0.181,0.758,-3.155,0.041,124.984,6,4
47,2hLczPN5CH5qhc6J4WBJHs,My Feelings For You - Mark Knight Remix,My Feelings For You (Mark Knight Remix),Avicii,2022-07-15,63,224515,0.728,0.0055,0.95,0.00386,0.33,0.812,-4.216,0.0977,124.003,11,4
48,7j57nadsCph2KI9eYuaum8,The Hard Way,The Hard Way,PNAU,2023-03-10,63,183925,0.691,0.072,0.906,0.0,0.299,0.657,-4.458,0.171,119.978,0,4
49,5OLSGox6JVpAyEQuoSYRcs,Better Than This,Better Than This,John Summit,2021-05-28,62,188160,0.673,0.0177,0.839,0.416,0.126,0.24,-6.787,0.0373,125.03,9,4
50,4KqA0GwEKbc96WyfIZn3SV,Those Eyes,Those Eyes,ARTY,2021-10-29,62,162786,0.727,0.0698,0.822,0.000175,0.408,0.855,-4.481,0.0471,118.092,5,4
51,5zA3gMIFlgnhNQj39GcTqE,Set Me Free,Set Me Free,D.O.D,2023-01-06,62,180638,0.683,0.00372,0.977,0.0109,0.166,0.884,-2.582,0.106,129.996,6,4
52,28pQcTJag5xFasUq2fw9PK,Shades Of Love (feat. The Joy),Shades Of Love (feat. The Joy),The Blessed Madonna,2023-02-22,62,203520,0.65,0.0257,0.801,0.00239,0.0942,0.605,-5.624,0.0764,125.008,8,4
53,5krhFNgUcYHwXlNPJJYzFM,Tell Me Something Good,Tell Me Something Good,Ewan McVicar,2021-06-25,62,249678,0.812,0.00826,0.796,0.921,0.365,0.961,-10.548,0.0356,125.976,8,4
54,5XPo15e5ICs6NvSMn44pTF,Malibu,Malibu,Virginia To Vegas,2021-03-19,61,148822,0.657,0.0568,0.653,0.000142,0.321,0.624,-8.525,0.0258,111.974,9,4
55,3qiC3jOnRNvOxD4m0erBRs,High Heels - Party Down Under - Sam Feldt vs. Flo Rida,High Heels - Party Down Under (Sam Feldt vs. Flo Rida),Flo Rida,2023-02-02,61,134745,0.865,0.0409,0.752,0.0,0.185,0.922,-6.565,0.053,117.981,6,4
56,1BXAyGazbybUVNQ0VmGsdl,Free Yourself,Free Yourself,Jessie Ware,2022-07-19,61,234493,0.688,0.00286,0.91,1.07e-05,0.129,0.77,-4.496,0.0456,119.024,0,4
57,326yOKaTPs91elL1KW794F,Life's Too Short,Life's Too Short,Two Friends,2021-12-03,61,211010,0.648,0.0275,0.795,0.0,0.113,0.364,-5.67,0.0433,100.032,0,4
58,20b1ZBMGOZjuGvNFncIIP7,Time to Groove (feat. Nonô),Time to Groove (feat. Nonô),Majestic,2022-04-22,61,146848,0.624,0.000983,0.94,0.00409,0.313,0.882,-3.671,0.163,128.014,11,4
59,2w1rG2MPE4vF77znvevuz5,Who Do You Love,Who Do You Love,ARTY,2022-02-25,62,208253,0.537,0.018,0.964,0.00138,0.16,0.509,-2.677,0.0552,125.992,5,4
60,46E2xeKBLrxS8hJ37Gq35G,Billie (loving arms),Billie (loving arms),Fred again..,2021-08-31,61,217265,0.648,0.0561,0.775,0.0,0.444,0.371,-4.798,0.0694,128.072,5,4
61,6a8LfgC5aAaHNhsQcGQY1r,Antibodies - LP Giobbi Remix,Antibodies,Tensnake,2021-07-02,61,312226,0.61,0.175,0.765,1.05e-06,0.0914,0.243,-4.914,0.172,125.028,3,4
62,1gRBmiwyf7vRj2MNRvngqQ,Burning My Bridges,Burning My Bridges,CLMD,2022-02-25,61,188000,0.853,0.0323,0.804,1.54e-06,0.177,0.29,-4.829,0.0497,120.03,7,4
63,0KF938333oCvIXDxe72K44,You're Free,You're Free,Icona Pop,2022-06-17,60,167298,0.639,0.00937,0.878,7.31e-06,0.115,0.842,-4.041,0.091,124.994,3,4
64,2c0dsTO43eKPOjdNvcgkkj,Not Alone,Not Alone,Don Diablo,2023-01-27,60,160869,0.601,0.0284,0.832,0.0,0.477,0.409,-5.471,0.139,138.061,0,4
65,7uGpUhy4uf2UrHH7TyhM6C,Happy Music,Happy Music / Something on My Mind,Supershy,2022-04-08,60,232625,0.777,0.0421,0.737,0.379,0.0265,0.891,-5.86,0.0351,123.993,11,4
66,67uiBfnqH39zmGWU63NxhS,Temptation,Temptation,Bakermat,2022-03-25,60,192614,0.831,0.00838,0.632,0.00247,0.0962,0.419,-5.727,0.0421,120.01,1,4
67,2GAIcRjMNkAiLaoXbNm0VW,Dance All Over Me - Jax Jones Remix,Dance All Over Me,George Ezra,2022-09-16,60,165120,0.681,0.000708,0.727,0.000197,0.398,0.551,-8.106,0.0547,124.997,11,4
68,69wzXH2xyoQCaMydQ45rUt,With My Friends,With My Friends,Tungevaag,2022-05-27,60,146706,0.631,0.0155,0.942,2.31e-06,0.0931,0.451,-2.98,0.0373,124.944,4,4
69,2KTO4mRnARHCqXhV8f6MBj,Somebody To Love,Somebody To Love,MARF,2022-07-08,60,175384,0.563,0.022,0.83,0.0,0.127,0.41,-3.765,0.0365,129.948,5,4
70,3FN7IJMnUMWZXDw08ix3ot,Stop This Flame - Celeste x MK,Stop This Flame (Celeste x MK),Celeste,2021-06-25,60,203946,0.692,0.0194,0.846,2.91e-05,0.324,0.827,-5.72,0.0559,124.007,8,4
71,1Rnx52PUuhrLrj306hOZHb,Can't Get You out of My Head - Peggy Gou’s Midnight Remix,Can't Get You out of My Head (Peggy Gou’s Midnight Remix),Kylie Minogue,2022-05-19,60,271240,0.687,0.0707,0.924,0.228,0.046,0.931,-7.324,0.0361,126.018,9,4
72,5jOhS3S7vTj9yQ4UmEk8qj,The Music Began To Play,The Music Began To Play,Mark Knight,2022-08-12,60,145984,0.738,0.00151,0.936,0.707,0.617,0.27,-3.451,0.219,127.022,4,4
73,7kEh6jNlJOAhC0lv6XV3iw,If The World Just Danced - MOTi Remix,If The World Just Danced (MOTi Remix),Diana Ross,2021-10-01,60,209013,0.776,0.18,0.614,0.0,0.109,0.43,-7.666,0.0488,120.003,2,4
74,67khZBWjxlHg85xcwdySjS,I Got A Feeling,I Got A Feeling,Felix Jaehn,2021-08-20,59,144136,0.6,0.0238,0.845,0.0,0.434,0.378,-3.695,0.042,125.027,2,4
75,2gZwBmkSmsVfEPFWGuWTDk,Best Is Yet To Come (with Kyle Reynolds),Best Is Yet To Come (with Kyle Reynolds),Gryffin,2021-06-02,59,215201,0.569,0.0148,0.85,0.0,0.245,0.551,-3.914,0.0369,122.042,4,4
76,4R4gOp9ybG85RqbrY7JELc,Feels Like Love (feat. MIYA MIYA),Feels Like Love (feat. MIYA MIYA),Syn Cole,2021-05-14,59,169672,0.728,0.0696,0.657,3.41e-06,0.0855,0.772,-5.329,0.042,122.079,0,4
77,6oELcspL4BONtElLhJfBPI,Night Feels,Night Feels,AR/CO,2022-09-16,59,171448,0.737,0.0714,0.682,0.00916,0.158,0.393,-4.2,0.0383,126.028,7,4
78,0DfQV2Ri0l83o7Nbzm45vQ,DNA,DNA,Craig David,2022-07-29,59,177213,0.672,0.0588,0.881,0.0,0.406,0.68,-3.142,0.0447,122.012,9,4
79,7sMYJtxTHZKCDr48rAoA4J,Wake Up! (feat. Kaleta),Wake Up! (feat. Kaleta),Purple Disco Machine,2022-06-03,59,232745,0.75,0.0451,0.85,0.00351,0.559,0.877,-5.925,0.0501,122.04,7,4
80,1BMFet4vUoOgpLYIl3kVMQ,Coma Cat - Purple Disco Machine Re-Work,Coma Cat (Purple Disco Machine Re-Work),Tensnake,2022-09-30,59,208544,0.653,0.0151,0.978,0.714,0.309,0.756,-4.868,0.0589,122.017,9,4
81,7qhFWlQpahKJT9LcL6qTH4,Disco Inferno,Disco Inferno,Syzz,2022-04-08,59,131474,0.764,0.00834,0.84,0.0777,0.0911,0.67,-4.311,0.0596,126.03,5,4
82,7kG1Lv9NFFtvvUeyYHLG7R,All Day (feat. Nonô),All Day (feat. Nonô),Welshy,2022-03-04,58,182653,0.713,0.115,0.81,0.0,0.0527,0.747,-5.108,0.0457,124.036,0,4
83,4UQy41kC5LjzwQuiuWOpwA,Starlight (Keep Me Afloat),Starlight (Keep Me Afloat),Martin Garrix,2022-04-15,58,202670,0.558,0.0667,0.715,0.0,0.097,0.297,-5.231,0.0375,127.001,9,4
84,7kQusuDe5nkQqqa6xMKFGF,I Knew It Was You,I Knew It Was You,Tungevaag,2022-11-18,58,175928,0.487,0.0117,0.878,4.17e-05,0.105,0.327,-4.733,0.11,126.137,2,4
85,0KG7XrgM20KEmJrKsyFDAm,Let You Go,Diplo,Diplo,2022-03-04,58,234374,0.584,0.101,0.955,0.00243,0.092,0.486,-4.197,0.0507,128.04,7,4
86,19awxNpyrGWGkM6wT6ULEi,Journey (Take Me Where You Wanna),Journey (Take Me Where You Wanna),Don Diablo,2022-11-25,58,193548,0.67,0.0742,0.73,0.00104,0.145,0.367,-4.677,0.145,123.978,7,4
87,5PY9fTLp4MPXsbeRouS8gd,More Love,More Love,Noizu,2022-07-29,58,191612,0.572,0.00373,0.951,0.0529,0.318,0.276,-4.566,0.0504,123.984,6,4
88,6VYIVgVqEIwzRwpJz5rMa4,Pick Me Up,Pick Me Up,Sam Feldt,2021-05-28,58,174100,0.688,0.0971,0.662,1.34e-06,0.172,0.549,-5.57,0.0441,115.106,6,4
89,5d3Wbdgw3zIf8B5eGXznLL,Pyramids,Pyramids,Otto Knows,2022-03-11,58,232682,0.692,0.0116,0.845,0.0639,0.35,0.158,-5.928,0.0543,123.014,7,4
90,1SldN7GTd0ADTjspv96wCl,Loved By U,Loved By U,TOKiMONSTA,2022-04-12,58,207813,0.58,0.099,0.895,0.0117,0.0911,0.356,-5.224,0.0396,116.953,3,4
91,4peF3yGZAZfeOFDahi6Ig5,Take Me To The Sunshine (feat. BullySongs),Take Me To The Sunshine (feat. BullySongs),Matoma,2022-02-04,57,177560,0.686,0.00896,0.814,0.000196,0.187,0.48,-6.122,0.036,123.002,6,4
92,3LR2EPyj36gxYgCYbC0au0,In My Zone,In My Zone,Tungevaag,2022-01-28,58,161035,0.601,0.0808,0.711,0.0,0.113,0.512,-4.353,0.0611,127.948,3,4
93,14NGdYOr9abOGH6euZcpu5,Silver and Gold (feat. Sam Fischer & Pink Sweat$),Groove Continental: Side A,Yung Bae,2022-03-04,57,176293,0.656,0.192,0.813,8.06e-06,0.406,0.386,-4.797,0.0568,107.011,11,4
94,0ccnGefiTLZYOdHTB7ut1D,Long Summer Nights,Long Summer Nights,Oliver Nelson,2022-05-27,57,174019,0.668,0.00674,0.725,0.00227,0.0942,0.352,-6.345,0.0685,100.016,5,4
95,4IPATLSUoEdsmqwxwNjr4g,CLASH - Edit,CLASH,The Blaze,2023-02-15,57,210773,0.533,0.00243,0.716,0.227,0.391,0.38,-9.718,0.0573,120.058,0,4
96,4z2ZZU3skkejktx83PbKiR,You Make Me Feel,You Make Me Feel,Solardo,2022-05-27,57,203909,0.601,0.00322,0.947,0.000584,0.236,0.669,-6.398,0.0468,132.987,10,4
97,3yZsBXwiQkqLjnWYip17Uu,Doses & Mimosas (Vintage Culture & Zerky Remix) - Radio Edit,Doses & Mimosas (Vintage Culture & Zerky Remix) [Radio Edit],Vintage Culture,2021-03-12,57,229586,0.782,0.00245,0.728,7.9e-05,0.241,0.602,-6.568,0.146,122.035,5,4
98,5OlgbvkngYf6dibaafcqcO,Let You Do This (with Buy Now),Let You Do This,Salvatore Ganacci,2022-09-15,57,202281,0.747,0.0576,0.712,0.172,0.0833,0.327,-5.73,0.0651,124.008,7,4
99,1cVOEbvsf7N9Su4kZXFcYB,Stargazing,Stargazing,Monocule,2022-09-23,57,239736,0.614,0.0266,0.837,0.0631,0.136,0.0524,-6.504,0.0397,122.958,2,4
